order,x
O1,6.0
O2,12.0
O3,8.0
O4,12.0
O5,15.0
O6,15.0
O7,12.0
O8,12.0
O9,9.0
O10,15.0
O11,15.0
O12,9.0
O13,12.0
O14,11.0
O15,6.0
O16,35.0
O17,24.0
O18,12.0
O19,9.0
O20,22.0
O21,12.0
O22,21.0
O23,12.0
O24,12.0
O25,12.0
O26,15.0
O27,9.0
O28,27.0
O29,12.0
O30,12.0
O31,16.0
O32,18.0
O33,15.0
O34,12.0
O35,23.0
O36,12.0
O37,12.0
O38,12.0
O39,27.0
O40,21.0
O41,15.0
O42,22.0
O43,16.0
O44,12.0
O45,15.0
O46,21.0
O47,15.0
O48,15.0
O49,28.0
O50,16.0
O51,22.0
O52,18.0
O53,23.0
O54,21.0
O55,15.0
O56,15.0
O57,16.0
O58,21.0
O59,24.0
O60,20.0
O61,19.0
O62,15.0
O63,16.0
O64,24.0
O65,24.0
O66,17.0
O67,24.0
O68,27.0
O69,23.0
O70,23.0
O71,24.0
O72,24.0
O73,23.0
O74,24.0
O75,26.0
O76,23.0
O77,24.0
O78,29.0
O79,24.0
O80,33.0
O81,24.0
O82,28.0
O83,36.0
O84,27.0
O85,28.0
O86,27.0
O87,27.0
O88,28.0
O89,27.0
O90,29.0
O91,27.0
O92,27.0
O93,28.0
O94,27.0
O95,28.0
O96,27.0
O97,28.0
O98,32.0
O99,30.0
O100,32.0
O101,31.0
O102,30.0
O103,27.0
O104,30.0
O105,31.0
O106,30.0
O107,31.0
O108,31.0
O109,30.0
O110,30.0
O111,31.0
O112,30.0
O113,30.0
O114,30.0
O115,33.0
O116,30.0
O117,30.0
O118,36.0
O119,32.0
O120,36.0
O121,31.0
O122,33.0
O123,36.0
O124,35.0
O125,39.0
O126,33.0
O127,33.0
O128,34.0
O129,35.0
O130,43.0
O131,35.0
O132,34.0
O133,35.0
O134,35.0
O135,34.0
O136,36.0
O137,36.0
O138,34.0
O139,34.0
O140,36.0
O141,37.0
O142,37.0
O143,42.0
O144,38.0
O145,40.0
O146,41.0
O147,42.0
O148,36.0
O149,41.0
O150,44.0
O151,45.0
O152,39.0
O153,39.0
O154,42.0
O155,43.0
O156,43.0
O157,42.0
O158,42.0
O159,48.0
O160,44.0
O161,43.0
O162,44.0
O163,39.0
O164,48.0
O165,46.0
O166,48.0
O167,47.0
O168,45.0
O169,44.0
O170,45.0
O171,44.0
O172,44.0
O173,48.0
O174,42.0
O175,44.0
O176,43.0
O177,43.0
O178,44.0
O179,41.0
O180,41.0
O181,39.0
O182,49.0
O183,46.0
O184,49.0
O185,45.0
O186,44.0
