order,x
O1,29.0
O2,23.0
O3,18.0
O4,30.0
O5,12.0
O6,22.0
O7,29.0
O8,25.0
O9,18.0
O10,9.0
O11,18.0
O12,18.0
O13,8.0
O14,12.0
O15,23.0
O16,15.0
O17,33.0
O18,18.0
O19,12.0
O20,26.0
O21,29.0
O22,12.0
O23,6.0
O24,15.0
O25,12.0
O26,12.0
O27,33.0
O28,9.0
O29,12.0
O30,25.0
O31,12.0
O32,21.0
O33,36.0
O34,9.0
O35,43.0
O36,27.0
O37,12.0
O38,31.0
O39,21.0
O40,12.0
O41,27.0
O42,26.0
O43,12.0
O44,15.0
O45,18.0
O46,26.0
O47,15.0
O48,35.0
O49,15.0
O50,15.0
O51,21.0
O52,15.0
O53,15.0
O54,15.0
O55,15.0
O56,18.0
O57,15.0
O58,18.0
O59,15.0
O60,15.0
O61,22.0
O62,19.0
O63,30.0
O64,19.0
O65,18.0
O66,18.0
O67,18.0
O68,21.0
O69,20.0
O70,21.0
O71,19.0
O72,27.0
O73,27.0
O74,23.0
O75,19.0
O76,18.0
O77,27.0
O78,21.0
O79,21.0
O80,27.0
O81,25.0
O82,24.0
O83,21.0
O84,29.0
O85,28.0
O86,21.0
O87,27.0
O88,21.0
O89,24.0
O90,22.0
O91,24.0
O92,24.0
O93,22.0
O94,36.0
O95,34.0
O96,22.0
O97,23.0
O98,34.0
O99,24.0
O100,29.0
O101,33.0
O102,27.0
O103,30.0
O104,25.0
O105,27.0
O106,30.0
O107,26.0
O108,27.0
O109,27.0
O110,28.0
O111,27.0
O112,30.0
O113,32.0
O114,35.0
O115,36.0
O116,39.0
O117,38.0
O118,35.0
O119,34.0
O120,33.0
O121,39.0
O122,38.0
O123,39.0
O124,35.0
O125,34.0
O126,30.0
O127,36.0
O128,30.0
O129,30.0
O130,34.0
O131,33.0
O132,32.0
O133,34.0
O134,33.0
O135,34.0
O136,33.0
O137,34.0
O138,33.0
O139,34.0
O140,37.0
O141,38.0
O142,38.0
O143,42.0
O144,36.0
O145,40.0
O146,42.0
O147,37.0
O148,37.0
O149,38.0
O150,44.0
O151,39.0
O152,45.0
O153,37.0
O154,43.0
O155,41.0
O156,38.0
O157,37.0
O158,40.0
O159,39.0
O160,37.0
O161,48.0
O162,38.0
O163,39.0
O164,38.0
O165,39.0
O166,37.0
O167,38.0
O168,42.0
O169,45.0
O170,44.0
O171,42.0
O172,45.0
O173,43.0
O174,46.0
O175,43.0
O176,44.0
O177,45.0
O178,45.0
O179,45.0
O180,45.0
O181,46.0
O182,51.0
O183,46.0
O184,48.0
O185,51.0
O186,48.0
O187,45.0
