order,x
O1,15.0
O2,47.0
O3,46.0
O4,24.0
O5,21.0
O6,18.0
O7,15.0
O8,15.0
O9,27.0
O10,12.0
O11,12.0
O12,18.0
O13,15.0
O14,18.0
O15,33.0
O16,21.0
O17,15.0
O18,38.0
O19,18.0
O20,15.0
O21,36.0
O22,12.0
O23,21.0
O24,11.0
O25,24.0
O26,7.0
O27,15.0
O28,33.0
O29,27.0
O30,18.0
O31,12.0
O32,12.0
O33,25.0
O34,18.0
O35,12.0
O36,31.0
O37,12.0
O38,31.0
O39,12.0
O40,15.0
O41,15.0
O42,15.0
O43,15.0
O44,15.0
O45,12.0
O46,15.0
O47,15.0
O48,15.0
O49,15.0
O50,35.0
O51,15.0
O52,28.0
O53,21.0
O54,25.0
O55,15.0
O56,18.0
O57,22.0
O58,27.0
O59,21.0
O60,27.0
O61,33.0
O62,18.0
O63,19.0
O64,18.0
O65,28.0
O66,21.0
O67,19.0
O68,21.0
O69,21.0
O70,22.0
O71,24.0
O72,21.0
O73,24.0
O74,24.0
O75,21.0
O76,35.0
O77,35.0
O78,21.0
O79,24.0
O80,24.0
O81,24.0
O82,30.0
O83,31.0
O84,29.0
O85,25.0
O86,25.0
O87,24.0
O88,24.0
O89,29.0
O90,28.0
O91,28.0
O92,25.0
O93,29.0
O94,24.0
O95,28.0
O96,37.0
O97,37.0
O98,27.0
O99,28.0
O100,29.0
O101,27.0
O102,31.0
O103,29.0
O104,37.0
O105,30.0
O106,29.0
O107,30.0
O108,27.0
O109,31.0
O110,27.0
O111,28.0
O112,42.0
O113,33.0
O114,32.0
O115,34.0
O116,34.0
O117,30.0
O118,36.0
O119,35.0
O120,35.0
O121,32.0
O122,34.0
O123,35.0
O124,34.0
O125,34.0
O126,33.0
O127,37.0
O128,35.0
O129,34.0
O130,34.0
O131,35.0
O132,34.0
O133,38.0
O134,37.0
O135,38.0
O136,37.0
O137,39.0
O138,38.0
O139,43.0
O140,41.0
O141,39.0
O142,42.0
O143,42.0
O144,39.0
O145,40.0
O146,39.0
O147,39.0
O148,41.0
O149,38.0
O150,38.0
O151,40.0
O152,42.0
O153,40.0
O154,43.0
O155,42.0
O156,42.0
O157,41.0
O158,41.0
O159,42.0
O160,42.0
O161,42.0
O162,42.0
O163,43.0
O164,40.0
O165,45.0
O166,45.0
O167,42.0
O168,45.0
O169,41.0
O170,44.0
O171,44.0
O172,43.0
O173,48.0
O174,46.0
O175,46.0
O176,46.0
O177,45.0
O178,45.0
O179,47.0
O180,48.0
O181,49.0
O182,49.0
O183,44.0
O184,45.0
O185,44.0
O186,48.0
O187,47.0
O188,51.0
O189,47.0
O190,48.0
O191,47.0
