order,x
O1,23.0
O2,15.0
O3,27.0
O4,23.0
O5,12.0
O6,19.0
O7,20.0
O8,33.0
O9,27.0
O10,9.0
O11,21.0
O12,21.0
O13,15.0
O14,16.0
O15,15.0
O16,12.0
O17,29.0
O18,6.0
O19,26.0
O20,12.0
O21,15.0
O22,23.0
O23,23.0
O24,15.0
O25,23.0
O26,15.0
O27,15.0
O28,4.0
O29,24.0
O30,27.0
O31,24.0
O32,19.0
O33,15.0
O34,15.0
O35,33.0
O36,24.0
O37,18.0
O38,6.0
O39,12.0
O40,33.0
O41,18.0
O42,23.0
O43,21.0
O44,21.0
O45,18.0
O46,12.0
O47,22.0
O48,9.0
O49,7.0
O50,26.0
O51,12.0
O52,20.0
O53,28.0
O54,25.0
O55,27.0
O56,12.0
O57,12.0
O58,9.0
O59,12.0
O60,15.0
O61,15.0
O62,15.0
O63,15.0
O64,12.0
O65,20.0
O66,12.0
O67,22.0
O68,15.0
O69,18.0
O70,21.0
O71,21.0
O72,22.0
O73,18.0
O74,22.0
O75,12.0
O76,21.0
O77,15.0
O78,21.0
O79,21.0
O80,33.0
O81,18.0
O82,35.0
O83,18.0
O84,21.0
O85,15.0
O86,39.0
O87,18.0
O88,18.0
O89,18.0
O90,24.0
O91,21.0
O92,24.0
O93,27.0
O94,31.0
O95,21.0
O96,26.0
O97,30.0
O98,25.0
O99,36.0
O100,33.0
O101,26.0
O102,26.0
O103,26.0
O104,26.0
O105,36.0
O106,36.0
O107,36.0
O108,40.0
O109,37.0
O110,36.0
O111,30.0
O112,39.0
O113,42.0
O114,39.0
O115,39.0
O116,42.0
O117,39.0
O118,43.0
O119,46.0
O120,44.0
O121,42.0
O122,48.0
O123,44.0
O124,42.0
O125,48.0
O126,48.0
O127,47.0
O128,42.0
O129,45.0
O130,45.0
O131,51.0
O132,48.0
O133,51.0
O134,51.0
O135,50.0
O136,51.0
O137,33.0
O138,33.0
O139,37.0
O140,51.0
O141,34.0
O142,35.0
O143,39.0
O144,48.0
O145,36.0
O146,36.0
O147,36.0
O148,40.0
O149,36.0
O150,37.0
O151,39.0
O152,40.0
O153,39.0
O154,36.0
O155,47.0
O156,36.0
O157,36.0
O158,36.0
O159,44.0
O160,39.0
O161,41.0
O162,41.0
O163,45.0
O164,39.0
O165,44.0
O166,43.0
O167,39.0
O168,41.0
O169,39.0
O170,41.0
O171,40.0
O172,40.0
O173,45.0
O174,46.0
O175,44.0
O176,45.0
O177,44.0
O178,46.0
O179,44.0
O180,43.0
O181,50.0
O182,43.0
O183,49.0
O184,45.0
O185,49.0
O186,48.0
O187,50.0
O188,49.0
O189,50.0
O190,49.0
O191,46.0
O192,50.0
O193,48.0
O194,50.0
O195,51.0
O196,50.0
O197,49.0
