order,x
O1,25.0
O2,22.0
O3,18.0
O4,46.0
O5,25.0
O6,24.0
O7,12.0
O8,24.0
O9,21.0
O10,27.0
O11,12.0
O12,9.0
O13,9.0
O14,24.0
O15,15.0
O16,15.0
O17,28.0
O18,19.0
O19,18.0
O20,17.0
O21,12.0
O22,33.0
O23,21.0
O24,8.0
O25,25.0
O26,12.0
O27,22.0
O28,15.0
O29,12.0
O30,12.0
O31,33.0
O32,20.0
O33,12.0
O34,12.0
O35,9.0
O36,16.0
O37,18.0
O38,16.0
O39,12.0
O40,33.0
O41,12.0
O42,12.0
O43,15.0
O44,12.0
O45,22.0
O46,17.0
O47,12.0
O48,19.0
O49,12.0
O50,27.0
O51,25.0
O52,12.0
O53,33.0
O54,12.0
O55,8.0
O56,20.0
O57,19.0
O58,12.0
O59,12.0
O60,24.0
O61,17.0
O62,12.0
O63,9.0
O64,9.0
O65,28.0
O66,39.0
O67,15.0
O68,30.0
O69,27.0
O70,29.0
O71,12.0
O72,18.0
O73,18.0
O74,9.0
O75,18.0
O76,21.0
O77,12.0
O78,21.0
O79,23.0
O80,29.0
O81,18.0
O82,18.0
O83,18.0
O84,19.0
O85,32.0
O86,27.0
O87,19.0
O88,22.0
O89,18.0
O90,19.0
O91,28.0
O92,24.0
O93,30.0
O94,29.0
O95,18.0
O96,29.0
O97,25.0
O98,22.0
O99,30.0
O100,21.0
O101,25.0
O102,24.0
O103,28.0
O104,39.0
O105,24.0
O106,29.0
O107,26.0
O108,27.0
O109,25.0
O110,25.0
O111,32.0
O112,24.0
O113,23.0
O114,25.0
O115,26.0
O116,22.0
O117,28.0
O118,26.0
O119,28.0
O120,27.0
O121,27.0
O122,25.0
O123,28.0
O124,30.0
O125,36.0
O126,40.0
O127,36.0
O128,39.0
O129,36.0
O130,36.0
O131,36.0
O132,40.0
O133,42.0
O134,39.0
O135,42.0
O136,46.0
O137,42.0
O138,42.0
O139,42.0
O140,42.0
O141,42.0
O142,45.0
O143,42.0
O144,51.0
O145,45.0
O146,48.0
O147,46.0
O148,46.0
O149,39.0
O150,39.0
O151,39.0
O152,39.0
O153,42.0
O154,39.0
O155,39.0
O156,39.0
O157,47.0
O158,43.0
O159,42.0
O160,47.0
O161,45.0
O162,42.0
O163,45.0
O164,46.0
O165,48.0
O166,45.0
O167,45.0
O168,46.0
O169,47.0
O170,46.0
O171,39.0
O172,48.0
O173,42.0
O174,45.0
O175,47.0
O176,42.0
O177,42.0
O178,42.0
O179,43.0
O180,46.0
O181,47.0
O182,47.0
O183,46.0
M1,-1.0
M2,-1.0
M3,-1.0
M4,-1.0
M5,-1.0
M6,-1.0
M7,-1.0
M8,-1.0
M9,-1.0
M10,-1.0
M11,-1.0
M12,-1.0
M13,-1.0
M14,-1.0
M15,-1.0
M16,-1.0
M17,-1.0
M18,-1.0
M19,-1.0
M20,-1.0
M21,-1.0
M22,-1.0
M23,-1.0
M24,-1.0
M25,-1.0
M26,-1.0
M27,-1.0
M28,-1.0
M29,-1.0
M30,-1.0
M31,-1.0
M32,-1.0
M33,-1.0
