order,x
O1,22.0
O2,12.0
O3,22.0
O4,9.0
O5,24.0
O6,15.0
O7,9.0
O8,26.0
O9,9.0
O10,26.0
O11,9.0
O12,26.0
O13,18.0
O14,12.0
O15,15.0
O16,12.0
O17,28.0
O18,21.0
O19,20.0
O20,9.0
O21,18.0
O22,15.0
O23,9.0
O24,15.0
O25,12.0
O26,6.0
O27,33.0
O28,6.0
O29,15.0
O30,12.0
O31,7.0
O32,22.0
O33,27.0
O34,15.0
O35,10.0
O36,17.0
O37,6.0
O38,6.0
O39,9.0
O40,24.0
O41,12.0
O42,26.0
O43,6.0
O44,26.0
O45,12.0
O46,15.0
O47,12.0
O48,34.0
O49,21.0
O50,22.0
O51,18.0
O52,20.0
O53,12.0
O54,17.0
O55,15.0
O56,12.0
O57,9.0
O58,15.0
O59,18.0
O60,15.0
O61,9.0
O62,16.0
O63,12.0
O64,22.0
O65,12.0
O66,12.0
O67,12.0
O68,25.0
O69,20.0
O70,15.0
O71,12.0
O72,24.0
O73,33.0
O74,30.0
O75,18.0
O76,30.0
O77,18.0
O78,27.0
O79,16.0
O80,33.0
O81,15.0
O82,20.0
O83,18.0
O84,26.0
O85,19.0
O86,24.0
O87,18.0
O88,20.0
O89,19.0
O90,18.0
O91,17.0
O92,24.0
O93,23.0
O94,24.0
O95,27.0
O96,24.0
O97,18.0
O98,22.0
O99,18.0
O100,20.0
O101,22.0
O102,18.0
O103,19.0
O104,23.0
O105,19.0
O106,21.0
O107,22.0
O108,20.0
O109,33.0
O110,46.0
O111,36.0
O112,20.0
O113,36.0
O114,39.0
O115,39.0
O116,26.0
O117,39.0
O118,41.0
O119,44.0
O120,39.0
O121,39.0
O122,42.0
O123,42.0
O124,44.0
O125,48.0
O126,44.0
O127,43.0
O128,28.0
O129,24.0
O130,45.0
O131,24.0
O132,42.0
O133,45.0
O134,45.0
O135,45.0
O136,47.0
O137,46.0
O138,49.0
O139,47.0
O140,36.0
O141,36.0
O142,36.0
O143,36.0
O144,36.0
O145,36.0
O146,36.0
O147,36.0
O148,39.0
O149,36.0
O150,36.0
O151,33.0
O152,36.0
O153,36.0
O154,36.0
O155,36.0
O156,36.0
O157,39.0
O158,41.0
O159,40.0
O160,39.0
O161,39.0
O162,39.0
O163,42.0
O164,43.0
O165,39.0
O166,42.0
O167,39.0
O168,39.0
O169,42.0
O170,45.0
O171,39.0
O172,42.0
O173,39.0
O174,47.0
O175,46.0
O176,44.0
O177,43.0
O178,42.0
O179,46.0
O180,45.0
O181,41.0
O182,48.0
O183,48.0
O184,45.0
O185,46.0
O186,48.0
O187,45.0
