order,x
O1,15.0
O2,29.0
O3,12.0
O4,18.0
O5,23.0
O6,12.0
O7,12.0
O8,27.0
O9,33.0
O10,38.0
O11,38.0
O12,38.0
O13,27.0
O14,12.0
O15,18.0
O16,21.0
O17,27.0
O18,45.0
O19,21.0
O20,18.0
O21,15.0
O22,15.0
O23,18.0
O24,9.0
O25,6.0
O26,21.0
O27,15.0
O28,18.0
O29,6.0
O30,6.0
O31,37.0
O32,28.0
O33,7.0
O34,21.0
O35,12.0
O36,15.0
O37,19.0
O38,12.0
O39,12.0
O40,9.0
O41,9.0
O42,18.0
O43,36.0
O44,40.0
O45,15.0
O46,15.0
O47,21.0
O48,12.0
O49,25.0
O50,18.0
O51,15.0
O52,12.0
O53,28.0
O54,29.0
O55,28.0
O56,21.0
O57,45.0
O58,15.0
O59,27.0
O60,15.0
O61,18.0
O62,25.0
O63,18.0
O64,18.0
O65,28.0
O66,27.0
O67,18.0
O68,18.0
O69,18.0
O70,18.0
O71,33.0
O72,27.0
O73,23.0
O74,27.0
O75,24.0
O76,24.0
O77,32.0
O78,24.0
O79,22.0
O80,22.0
O81,28.0
O82,26.0
O83,25.0
O84,27.0
O85,29.0
O86,24.0
O87,24.0
O88,27.0
O89,25.0
O90,27.0
O91,27.0
O92,24.0
O93,27.0
O94,25.0
O95,25.0
O96,25.0
O97,25.0
O98,27.0
O99,29.0
O100,31.0
O101,31.0
O102,30.0
O103,30.0
O104,28.0
O105,31.0
O106,36.0
O107,32.0
O108,31.0
O109,30.0
O110,34.0
O111,32.0
O112,34.0
O113,34.0
O114,33.0
O115,35.0
O116,36.0
O117,36.0
O118,33.0
O119,38.0
O120,39.0
O121,39.0
O122,39.0
O123,39.0
O124,33.0
O125,42.0
O126,41.0
O127,33.0
O128,39.0
O129,37.0
O130,39.0
O131,42.0
O132,40.0
O133,36.0
O134,33.0
O135,37.0
O136,33.0
O137,35.0
O138,39.0
O139,36.0
O140,41.0
O141,36.0
O142,45.0
O143,40.0
O144,40.0
O145,39.0
O146,36.0
O147,41.0
O148,40.0
O149,36.0
O150,44.0
O151,44.0
O152,42.0
O153,40.0
O154,39.0
O155,45.0
O156,43.0
O157,47.0
O158,48.0
O159,48.0
O160,42.0
O161,46.0
O162,42.0
O163,42.0
O164,51.0
O165,46.0
O166,42.0
O167,44.0
O168,43.0
O169,48.0
O170,48.0
O171,51.0
O172,48.0
O173,48.0
M1,-1.0
M2,-1.0
M3,-1.0
M4,-1.0
M5,-1.0
M6,-1.0
M7,-1.0
M8,-1.0
M9,-1.0
M10,-1.0
M11,-1.0
M12,-1.0
M13,-1.0
M14,-1.0
M15,-1.0
M16,-1.0
M17,-1.0
M18,-1.0
M19,-1.0
M20,-1.0
M21,-1.0
M22,-1.0
M23,-1.0
M24,-1.0
M25,-1.0
M26,-1.0
M27,-1.0
M28,-1.0
M29,-1.0
M30,-1.0
M31,-1.0
