order,x
O1,15.0
O2,27.0
O3,27.0
O4,21.0
O5,9.0
O6,30.0
O7,42.0
O8,22.0
O9,23.0
O10,16.0
O11,36.0
O12,12.0
O13,12.0
O14,30.0
O15,27.0
O16,4.0
O17,25.0
O18,12.0
O19,12.0
O20,27.0
O21,12.0
O22,19.0
O23,18.0
O24,18.0
O25,21.0
O26,12.0
O27,29.0
O28,6.0
O29,31.0
O30,22.0
O31,9.0
O32,6.0
O33,9.0
O34,6.0
O35,19.0
O36,19.0
O37,22.0
O38,7.0
O39,12.0
O40,15.0
O41,9.0
O42,9.0
O43,7.0
O44,12.0
O45,27.0
O46,27.0
O47,12.0
O48,22.0
O49,23.0
O50,9.0
O51,12.0
O52,21.0
O53,21.0
O54,12.0
O55,24.0
O56,12.0
O57,12.0
O58,20.0
O59,22.0
O60,19.0
O61,12.0
O62,17.0
O63,12.0
O64,19.0
O65,17.0
O66,9.0
O67,9.0
O68,9.0
O69,19.0
O70,14.0
O71,20.0
O72,17.0
O73,10.0
O74,33.0
O75,12.0
O76,9.0
O77,17.0
O78,16.0
O79,12.0
O80,18.0
O81,12.0
O82,18.0
O83,32.0
O84,25.0
O85,33.0
O86,12.0
O87,14.0
O88,22.0
O89,18.0
O90,19.0
O91,20.0
O92,18.0
O93,20.0
O94,18.0
O95,16.0
O96,18.0
O97,33.0
O98,23.0
O99,18.0
O100,27.0
O101,22.0
O102,20.0
O103,21.0
O104,25.0
O105,24.0
O106,39.0
O107,24.0
O108,29.0
O109,30.0
O110,25.0
O111,18.0
O112,45.0
O113,42.0
O114,36.0
O115,41.0
O116,24.0
O117,37.0
O118,26.0
O119,26.0
O120,33.0
O121,37.0
O122,30.0
O123,28.0
O124,22.0
O125,26.0
O126,24.0
O127,24.0
O128,27.0
O129,33.0
O130,25.0
O131,27.0
O132,25.0
O133,28.0
O134,28.0
O135,33.0
O136,30.0
O137,33.0
O138,29.0
O139,28.0
O140,28.0
O141,34.0
O142,27.0
O143,29.0
O144,25.0
O145,28.0
O146,33.0
O147,31.0
O148,30.0
O149,29.0
O150,24.0
O151,33.0
O152,28.0
O153,34.0
O154,31.0
O155,32.0
O156,30.0
O157,36.0
O158,34.0
O159,35.0
O160,33.0
O161,35.0
O162,35.0
O163,35.0
O164,33.0
O165,38.0
O166,34.0
O167,33.0
O168,32.0
O169,33.0
O170,35.0
O171,37.0
O172,35.0
O173,38.0
O174,39.0
O175,35.0
O176,33.0
O177,42.0
O178,39.0
O179,36.0
O180,33.0
O181,40.0
O182,36.0
O183,33.0
O184,39.0
O185,42.0
O186,39.0
O187,37.0
O188,42.0
O189,37.0
O190,41.0
O191,37.0
O192,36.0
O193,38.0
O194,41.0
O195,38.0
O196,42.0
O197,38.0
O198,43.0
O199,37.0
O200,38.0
O201,50.0
O202,44.0
O203,39.0
O204,37.0
O205,34.0
O206,41.0
O207,47.0
O208,42.0
O209,43.0
O210,36.0
O211,40.0
O212,37.0
O213,41.0
O214,43.0
O215,44.0
O216,40.0
O217,45.0
O218,43.0
O219,41.0
O220,39.0
O221,44.0
O222,42.0
O223,44.0
O224,43.0
O225,42.0
O226,42.0
O227,43.0
O228,44.0
O229,43.0
O230,43.0
O231,43.0
O232,46.0
O233,50.0
O234,48.0
O235,45.0
O236,44.0
O237,46.0
O238,50.0
O239,50.0
M1,-1.0
M2,-1.0
M3,-1.0
M4,-1.0
M5,-1.0
M6,-1.0
M7,-1.0
M8,-1.0
M9,-1.0
M10,-1.0
M11,-1.0
M12,-1.0
M13,-1.0
M14,-1.0
M15,-1.0
M16,-1.0
M17,-1.0
M18,-1.0
M19,-1.0
M20,-1.0
M21,-1.0
M22,-1.0
M23,-1.0
M24,-1.0
M25,-1.0
M26,-1.0
M27,-1.0
M28,-1.0
M29,-1.0
M30,-1.0
M31,-1.0
M32,-1.0
M33,-1.0
M34,-1.0
M35,-1.0
M36,-1.0
