order,x
O1,28.0
O2,15.0
O3,15.0
O4,21.0
O5,21.0
O6,21.0
O7,26.0
O8,9.0
O9,26.0
O10,18.0
O11,15.0
O12,33.0
O13,21.0
O14,32.0
O15,25.0
O16,21.0
O17,21.0
O18,12.0
O19,18.0
O20,31.0
O21,36.0
O22,30.0
O23,12.0
O24,32.0
O25,15.0
O26,18.0
O27,18.0
O28,18.0
O29,42.0
O30,18.0
O31,12.0
O32,18.0
O33,18.0
O34,44.0
O35,12.0
O36,12.0
O37,12.0
O38,12.0
O39,21.0
O40,42.0
O41,31.0
O42,29.0
O43,15.0
O44,15.0
O45,21.0
O46,21.0
O47,15.0
O48,18.0
O49,15.0
O50,21.0
O51,15.0
O52,18.0
O53,15.0
O54,29.0
O55,18.0
O56,18.0
O57,26.0
O58,18.0
O59,18.0
O60,24.0
O61,18.0
O62,25.0
O63,18.0
O64,30.0
O65,21.0
O66,23.0
O67,23.0
O68,21.0
O69,22.0
O70,21.0
O71,21.0
O72,30.0
O73,21.0
O74,22.0
O75,23.0
O76,27.0
O77,27.0
O78,26.0
O79,26.0
O80,21.0
O81,36.0
O82,28.0
O83,25.0
O84,25.0
O85,24.0
O86,26.0
O87,29.0
O88,32.0
O89,28.0
O90,32.0
O91,29.0
O92,25.0
O93,30.0
O94,29.0
O95,27.0
O96,32.0
O97,30.0
O98,32.0
O99,32.0
O100,32.0
O101,33.0
O102,31.0
O103,34.0
O104,31.0
O105,30.0
O106,24.0
O107,31.0
O108,27.0
O109,21.0
O110,27.0
O111,21.0
O112,33.0
O113,31.0
O114,32.0
O115,28.0
O116,33.0
O117,28.0
O118,28.0
O119,28.0
O120,27.0
O121,27.0
O122,28.0
O123,38.0
O124,29.0
O125,30.0
O126,40.0
O127,25.0
O128,29.0
O129,28.0
O130,27.0
O131,26.0
O132,31.0
O133,28.0
O134,31.0
O135,32.0
O136,41.0
O137,33.0
O138,33.0
O139,39.0
O140,34.0
O141,39.0
O142,33.0
O143,34.0
O144,33.0
O145,39.0
O146,33.0
O147,39.0
O148,33.0
O149,37.0
O150,33.0
O151,40.0
O152,38.0
O153,37.0
O154,40.0
O155,40.0
O156,41.0
O157,40.0
O158,39.0
O159,43.0
O160,39.0
O161,39.0
O162,40.0
O163,39.0
O164,41.0
O165,39.0
O166,39.0
O167,39.0
O168,42.0
O169,45.0
O170,51.0
O171,39.0
O172,42.0
O173,40.0
O174,40.0
O175,39.0
O176,44.0
O177,43.0
O178,42.0
O179,39.0
O180,39.0
O181,41.0
O182,39.0
O183,39.0
O184,45.0
O185,51.0
O186,45.0
O187,46.0
O188,43.0
O189,47.0
O190,49.0
O191,47.0
O192,51.0
O193,45.0
O194,45.0
