order,x
O1,22.0
O2,15.0
O3,39.0
O4,12.0
O5,24.0
O6,9.0
O7,24.0
O8,15.0
O9,15.0
O10,28.0
O11,12.0
O12,5.0
O13,31.0
O14,12.0
O15,19.0
O16,5.0
O17,26.0
O18,19.0
O19,30.0
O20,12.0
O21,15.0
O22,6.0
O23,25.0
O24,9.0
O25,12.0
O26,24.0
O27,6.0
O28,23.0
O29,12.0
O30,12.0
O31,23.0
O32,6.0
O33,15.0
O34,6.0
O35,6.0
O36,21.0
O37,20.0
O38,15.0
O39,7.0
O40,15.0
O41,15.0
O42,9.0
O43,6.0
O44,33.0
O45,18.0
O46,15.0
O47,15.0
O48,22.0
O49,15.0
O50,15.0
O51,25.0
O52,29.0
O53,20.0
O54,9.0
O55,15.0
O56,9.0
O57,9.0
O58,15.0
O59,30.0
O60,12.0
O61,24.0
O62,12.0
O63,29.0
O64,39.0
O65,22.0
O66,15.0
O67,21.0
O68,24.0
O69,27.0
O70,15.0
O71,12.0
O72,12.0
O73,27.0
O74,15.0
O75,15.0
O76,18.0
O77,16.0
O78,15.0
O79,28.0
O80,21.0
O81,18.0
O82,19.0
O83,29.0
O84,15.0
O85,18.0
O86,17.0
O87,18.0
O88,21.0
O89,15.0
O90,36.0
O91,16.0
O92,25.0
O93,23.0
O94,30.0
O95,30.0
O96,21.0
O97,24.0
O98,24.0
O99,25.0
O100,21.0
O101,27.0
O102,30.0
O103,25.0
O104,27.0
O105,33.0
O106,36.0
O107,25.0
O108,24.0
O109,28.0
O110,21.0
O111,24.0
O112,27.0
O113,23.0
O114,22.0
O115,20.0
O116,21.0
O117,30.0
O118,28.0
O119,24.0
O120,25.0
O121,26.0
O122,27.0
O123,24.0
O124,26.0
O125,28.0
O126,24.0
O127,26.0
O128,29.0
O129,31.0
O130,30.0
O131,27.0
O132,29.0
O133,33.0
O134,32.0
O135,31.0
O136,31.0
O137,30.0
O138,30.0
O139,30.0
O140,39.0
O141,26.0
O142,31.0
O143,31.0
O144,30.0
O145,40.0
O146,30.0
O147,30.0
O148,31.0
O149,34.0
O150,30.0
O151,31.0
O152,27.0
O153,32.0
O154,32.0
O155,33.0
O156,32.0
O157,34.0
O158,37.0
O159,36.0
O160,29.0
O161,39.0
O162,29.0
O163,37.0
O164,34.0
O165,37.0
O166,34.0
O167,33.0
O168,35.0
O169,34.0
O170,35.0
O171,36.0
O172,36.0
O173,42.0
O174,36.0
O175,40.0
O176,33.0
O177,36.0
O178,39.0
O179,36.0
O180,48.0
O181,39.0
O182,39.0
O183,41.0
O184,42.0
O185,39.0
O186,39.0
O187,39.0
O188,39.0
O189,45.0
O190,42.0
O191,42.0
O192,42.0
O193,43.0
O194,42.0
O195,46.0
O196,42.0
O197,47.0
O198,43.0
O199,45.0
O200,43.0
O201,47.0
O202,45.0
O203,39.0
O204,39.0
O205,44.0
O206,42.0
O207,44.0
O208,42.0
O209,49.0
O210,42.0
O211,42.0
O212,45.0
O213,42.0
O214,42.0
O215,45.0
O216,45.0
O217,49.0
