order,x
O1,18.0
O2,5.0
O3,6.0
O4,27.0
O5,15.0
O6,6.0
O7,18.0
O8,9.0
O9,9.0
O10,18.0
O11,15.0
O12,15.0
O13,9.0
O14,12.0
O15,4.0
O16,15.0
O17,15.0
O18,15.0
O19,32.0
O20,27.0
O21,23.0
O22,12.0
O23,15.0
O24,6.0
O25,7.0
O26,9.0
O27,7.0
O28,6.0
O29,21.0
O30,12.0
O31,12.0
O32,12.0
O33,15.0
O34,6.0
O35,6.0
O36,12.0
O37,21.0
O38,15.0
O39,24.0
O40,21.0
O41,22.0
O42,9.0
O43,22.0
O44,18.0
O45,22.0
O46,18.0
O47,15.0
O48,12.0
O49,18.0
O50,18.0
O51,18.0
O52,12.0
O53,16.0
O54,12.0
O55,15.0
O56,22.0
O57,21.0
O58,22.0
O59,25.0
O60,25.0
O61,12.0
O62,33.0
O63,25.0
O64,21.0
O65,15.0
O66,17.0
O67,15.0
O68,18.0
O69,28.0
O70,23.0
O71,18.0
O72,24.0
O73,21.0
O74,27.0
O75,22.0
O76,25.0
O77,22.0
O78,21.0
O79,21.0
O80,23.0
O81,27.0
O82,22.0
O83,27.0
O84,22.0
O85,28.0
O86,27.0
O87,27.0
O88,23.0
O89,21.0
O90,24.0
O91,27.0
O92,39.0
O93,38.0
O94,33.0
O95,28.0
O96,27.0
O97,27.0
O98,28.0
O99,25.0
O100,25.0
O101,25.0
O102,28.0
O103,28.0
O104,26.0
O105,25.0
O106,33.0
O107,37.0
O108,28.0
O109,27.0
O110,27.0
O111,34.0
O112,36.0
O113,33.0
O114,35.0
O115,34.0
O116,33.0
O117,35.0
O118,34.0
O119,30.0
O120,36.0
O121,32.0
O122,38.0
O123,34.0
O124,36.0
O125,35.0
O126,35.0
O127,36.0
O128,34.0
O129,34.0
O130,32.0
O131,30.0
O132,37.0
O133,34.0
O134,33.0
O135,37.0
O136,37.0
O137,37.0
O138,34.0
O139,37.0
O140,38.0
O141,39.0
O142,33.0
O143,36.0
O144,34.0
O145,38.0
O146,38.0
O147,35.0
O148,37.0
O149,42.0
O150,38.0
O151,41.0
O152,39.0
O153,45.0
O154,39.0
O155,40.0
O156,39.0
O157,38.0
O158,41.0
O159,42.0
O160,39.0
O161,45.0
O162,42.0
O163,44.0
O164,42.0
O165,42.0
O166,47.0
O167,42.0
O168,42.0
O169,43.0
O170,47.0
O171,45.0
O172,45.0
O173,45.0
O174,42.0
O175,46.0
O176,42.0
O177,45.0
O178,45.0
O179,50.0
O180,49.0
O181,49.0
O182,45.0
