order,x
O1,15.0
O2,26.0
O3,15.0
O4,23.0
O5,15.0
O6,18.0
O7,17.0
O8,15.0
O9,23.0
O10,12.0
O11,15.0
O12,21.0
O13,22.0
O14,24.0
O15,22.0
O16,10.0
O17,19.0
O18,27.0
O19,12.0
O20,31.0
O21,28.0
O22,12.0
O23,19.0
O24,12.0
O25,12.0
O26,21.0
O27,26.0
O28,15.0
O29,37.0
O30,12.0
O31,15.0
O32,26.0
O33,26.0
O34,28.0
O35,27.0
O36,20.0
O37,19.0
O38,10.0
O39,33.0
O40,27.0
O41,33.0
O42,9.0
O43,15.0
O44,12.0
O45,9.0
O46,9.0
O47,20.0
O48,15.0
O49,21.0
O50,21.0
O51,20.0
O52,12.0
O53,12.0
O54,8.0
O55,22.0
O56,30.0
O57,27.0
O58,30.0
O59,7.0
O60,22.0
O61,27.0
O62,12.0
O63,25.0
O64,40.0
O65,39.0
O66,31.0
O67,36.0
O68,32.0
O69,33.0
O70,34.0
O71,12.0
O72,31.0
O73,15.0
O74,26.0
O75,31.0
O76,17.0
O77,18.0
O78,25.0
O79,21.0
O80,15.0
O81,19.0
O82,21.0
O83,23.0
O84,19.0
O85,39.0
O86,20.0
O87,36.0
O88,24.0
O89,31.0
O90,28.0
O91,30.0
O92,32.0
O93,31.0
O94,30.0
O95,38.0
O96,34.0
O97,49.0
O98,25.0
O99,47.0
O100,26.0
O101,26.0
O102,42.0
O103,52.0
O104,27.0
O105,52.0
O106,50.0
O107,48.0
O108,29.0
O109,47.0
O110,37.0
O111,33.0
O112,34.0
O113,38.0
O114,37.0
O115,37.0
O116,31.0
O117,37.0
O118,34.0
O119,40.0
O120,37.0
O121,40.0
O122,0.0
O123,40.0
O124,36.0
O125,40.0
O126,42.0
O127,46.0
O128,42.0
O129,39.0
O130,41.0
O131,40.0
O132,36.0
O133,43.0
O134,43.0
O135,42.0
O136,43.0
O137,43.0
O138,39.0
O139,54.0
O140,37.0
O141,46.0
O142,42.0
O143,46.0
O144,44.0
O145,44.0
O146,49.0
O147,49.0
O148,50.0
O149,48.0
O150,53.0
O151,50.0
O152,46.0
O153,47.0
O154,47.0
O155,46.0
O156,48.0
O157,50.0
O158,52.0
O159,53.0
O160,53.0
O161,45.0
O162,49.0
O163,56.0
O164,53.0
O165,47.0
O166,51.0
O167,48.0
O168,49.0
O169,50.0
O170,49.0
O171,55.0
O172,52.0
