order,x
O1,15.0
O2,8.0
O3,15.0
O4,25.0
O5,23.0
O6,23.0
O7,10.0
O8,15.0
O9,12.0
O10,15.0
O11,23.0
O12,9.0
O13,18.0
O14,23.0
O15,6.0
O16,33.0
O17,30.0
O18,22.0
O19,10.0
O20,28.0
O21,15.0
O22,21.0
O23,11.0
O24,18.0
O25,15.0
O26,33.0
O27,27.0
O28,15.0
O29,29.0
O30,21.0
O31,15.0
O32,15.0
O33,15.0
O34,22.0
O35,15.0
O36,35.0
O37,21.0
O38,12.0
O39,33.0
O40,12.0
O41,27.0
O42,16.0
O43,22.0
O44,30.0
O45,15.0
O46,39.0
O47,15.0
O48,15.0
O49,15.0
O50,15.0
O51,25.0
O52,19.0
O53,18.0
O54,15.0
O55,15.0
O56,15.0
O57,15.0
O58,15.0
O59,15.0
O60,22.0
O61,34.0
O62,23.0
O63,15.0
O64,15.0
O65,21.0
O66,22.0
O67,19.0
O68,30.0
O69,23.0
O70,27.0
O71,26.0
O72,25.0
O73,23.0
O74,21.0
O75,18.0
O76,21.0
O77,25.0
O78,27.0
O79,24.0
O80,22.0
O81,21.0
O82,21.0
O83,27.0
O84,28.0
O85,24.0
O86,24.0
O87,25.0
O88,25.0
O89,26.0
O90,24.0
O91,26.0
O92,26.0
O93,27.0
O94,26.0
O95,28.0
O96,26.0
O97,25.0
O98,27.0
O99,27.0
O100,32.0
O101,27.0
O102,33.0
O103,36.0
O104,30.0
O105,33.0
O106,30.0
O107,28.0
O108,33.0
O109,28.0
O110,28.0
O111,27.0
O112,36.0
O113,28.0
O114,34.0
O115,36.0
O116,33.0
O117,33.0
O118,28.0
O119,35.0
O120,29.0
O121,28.0
O122,43.0
O123,33.0
O124,36.0
O125,35.0
O126,33.0
O127,34.0
O128,34.0
O129,33.0
O130,34.0
O131,36.0
O132,33.0
O133,34.0
O134,33.0
O135,35.0
O136,34.0
O137,38.0
O138,38.0
O139,41.0
O140,39.0
O141,41.0
O142,40.0
O143,36.0
O144,40.0
O145,40.0
O146,42.0
O147,39.0
O148,38.0
O149,39.0
O150,39.0
O151,39.0
O152,45.0
O153,44.0
O154,40.0
O155,44.0
O156,42.0
O157,48.0
O158,42.0
O159,48.0
O160,42.0
O161,48.0
O162,43.0
O163,45.0
O164,39.0
O165,39.0
O166,48.0
O167,39.0
O168,42.0
O169,39.0
O170,39.0
O171,43.0
O172,39.0
O173,42.0
O174,43.0
O175,42.0
O176,42.0
O177,43.0
O178,43.0
O179,43.0
O180,45.0
O181,46.0
O182,47.0
O183,48.0
O184,46.0
