order,x
O1,20.0
O2,24.0
O3,12.0
O4,15.0
O5,15.0
O6,27.0
O7,27.0
O8,30.0
O9,27.0
O10,29.0
O11,9.0
O12,5.0
O13,25.0
O14,15.0
O15,15.0
O16,18.0
O17,12.0
O18,12.0
O19,12.0
O20,15.0
O21,15.0
O22,15.0
O23,12.0
O24,10.0
O25,18.0
O26,18.0
O27,10.0
O28,15.0
O29,22.0
O30,26.0
O31,33.0
O32,15.0
O33,24.0
O34,18.0
O35,15.0
O36,36.0
O37,30.0
O38,23.0
O39,12.0
O40,28.0
O41,15.0
O42,37.0
O43,12.0
O44,24.0
O45,12.0
O46,31.0
O47,15.0
O48,15.0
O49,29.0
O50,15.0
O51,15.0
O52,12.0
O53,29.0
O54,21.0
O55,18.0
O56,22.0
O57,19.0
O58,15.0
O59,15.0
O60,23.0
O61,18.0
O62,37.0
O63,28.0
O64,21.0
O65,15.0
O66,15.0
O67,18.0
O68,24.0
O69,21.0
O70,20.0
O71,21.0
O72,22.0
O73,23.0
O74,22.0
O75,22.0
O76,22.0
O77,18.0
O78,27.0
O79,22.0
O80,18.0
O81,21.0
O82,35.0
O83,30.0
O84,21.0
O85,44.0
O86,23.0
O87,23.0
O88,22.0
O89,22.0
O90,22.0
O91,27.0
O92,22.0
O93,25.0
O94,27.0
O95,24.0
O96,34.0
O97,23.0
O98,32.0
O99,33.0
O100,26.0
O101,26.0
O102,30.0
O103,29.0
O104,30.0
O105,29.0
O106,28.0
O107,28.0
O108,36.0
O109,29.0
O110,33.0
O111,30.0
O112,33.0
O113,30.0
O114,32.0
O115,29.0
O116,39.0
O117,29.0
O118,31.0
O119,34.0
O120,34.0
O121,31.0
O122,32.0
O123,36.0
O124,33.0
O125,35.0
O126,29.0
O127,35.0
O128,40.0
O129,35.0
O130,38.0
O131,36.0
O132,31.0
O133,33.0
O134,38.0
O135,38.0
O136,34.0
O137,34.0
O138,31.0
O139,39.0
O140,38.0
O141,34.0
O142,38.0
O143,34.0
O144,36.0
O145,36.0
O146,38.0
O147,35.0
O148,39.0
O149,36.0
O150,39.0
O151,42.0
O152,41.0
O153,39.0
O154,40.0
O155,46.0
O156,41.0
O157,38.0
O158,38.0
O159,38.0
O160,38.0
O161,40.0
O162,41.0
O163,42.0
O164,41.0
O165,42.0
O166,41.0
O167,40.0
O168,43.0
O169,44.0
O170,45.0
O171,42.0
O172,43.0
O173,42.0
O174,41.0
O175,47.0
O176,45.0
O177,43.0
O178,43.0
O179,43.0
O180,44.0
