order,x
O1,15.0
O2,32.0
O3,12.0
O4,18.0
O5,23.0
O6,12.0
O7,12.0
O8,27.0
O9,37.0
O10,38.0
O11,38.0
O12,44.0
O13,27.0
O14,12.0
O15,18.0
O16,23.0
O17,28.0
O18,45.0
O19,22.0
O20,18.0
O21,15.0
O22,15.0
O23,18.0
O24,9.0
O25,7.0
O26,27.0
O27,15.0
O28,18.0
O29,8.0
O30,8.0
O31,37.0
O32,24.0
O33,12.0
O34,21.0
O35,12.0
O36,15.0
O37,19.0
O38,12.0
O39,12.0
O40,9.0
O41,9.0
O42,18.0
O43,30.0
O44,43.0
O45,15.0
O46,15.0
O47,22.0
O48,12.0
O49,26.0
O50,18.0
O51,15.0
O52,12.0
O53,29.0
O54,32.0
O55,32.0
O56,21.0
O57,46.0
O58,15.0
O59,32.0
O60,15.0
O61,19.0
O62,24.0
O63,18.0
O64,19.0
O65,25.0
O66,29.0
O67,20.0
O68,18.0
O69,18.0
O70,20.0
O71,29.0
O72,31.0
O73,21.0
O74,32.0
O75,21.0
O76,21.0
O77,28.0
O78,30.0
O79,21.0
O80,21.0
O81,25.0
O82,24.0
O83,24.0
O84,34.0
O85,28.0
O86,24.0
O87,24.0
O88,32.0
O89,24.0
O90,33.0
O91,30.0
O92,28.0
O93,24.0
O94,27.0
O95,28.0
O96,25.0
O97,27.0
O98,27.0
O99,27.0
O100,34.0
O101,34.0
O102,29.0
O103,30.0
O104,27.0
O105,36.0
O106,34.0
O107,32.0
O108,34.0
O109,31.0
O110,33.0
O111,30.0
O112,33.0
O113,38.0
O114,34.0
O115,40.0
O116,34.0
O117,36.0
O118,37.0
O119,41.0
O120,39.0
O121,39.0
O122,40.0
O123,39.0
O124,36.0
O125,39.0
O126,43.0
O127,35.0
O128,44.0
O129,39.0
O130,44.0
O131,38.0
O132,44.0
O133,38.0
O134,38.0
O135,41.0
O136,39.0
O137,37.0
O138,36.0
O139,44.0
O140,44.0
O141,43.0
O142,44.0
O143,40.0
O144,45.0
O145,42.0
O146,37.0
O147,46.0
O148,46.0
O149,39.0
O150,46.0
O151,48.0
O152,44.0
O153,45.0
O154,45.0
O155,48.0
O156,47.0
O157,47.0
O158,48.0
O159,49.0
O160,49.0
O161,50.0
O162,43.0
O163,44.0
O164,51.0
O165,48.0
O166,47.0
O167,48.0
O168,49.0
O169,51.0
O170,51.0
O171,48.0
O172,54.0
O173,52.0
