order,x
O1,9.0
O2,9.0
O3,30.0
O4,12.0
O5,21.0
O6,42.0
O7,23.0
O8,33.0
O9,20.0
O10,33.0
O11,9.0
O12,27.0
O13,21.0
O14,22.0
O15,18.0
O16,9.0
O17,18.0
O18,15.0
O19,15.0
O20,12.0
O21,18.0
O22,15.0
O23,12.0
O24,20.0
O25,9.0
O26,39.0
O27,24.0
O28,18.0
O29,25.0
O30,28.0
O31,15.0
O32,15.0
O33,30.0
O34,18.0
O35,18.0
O36,15.0
O37,15.0
O38,15.0
O39,12.0
O40,7.0
O41,15.0
O42,25.0
O43,15.0
O44,30.0
O45,26.0
O46,9.0
O47,42.0
O48,12.0
O49,15.0
O50,15.0
O51,22.0
O52,15.0
O53,28.0
O54,23.0
O55,18.0
O56,12.0
O57,12.0
O58,15.0
O59,28.0
O60,28.0
O61,20.0
O62,24.0
O63,26.0
O64,22.0
O65,22.0
O66,15.0
O67,15.0
O68,12.0
O69,13.0
O70,12.0
O71,15.0
O72,15.0
O73,19.0
O74,15.0
O75,24.0
O76,18.0
O77,18.0
O78,22.0
O79,22.0
O80,28.0
O81,26.0
O82,15.0
O83,21.0
O84,19.0
O85,20.0
O86,20.0
O87,24.0
O88,26.0
O89,25.0
O90,27.0
O91,23.0
O92,22.0
O93,23.0
O94,23.0
O95,20.0
O96,23.0
O97,18.0
O98,20.0
O99,21.0
O100,23.0
O101,24.0
O102,25.0
O103,23.0
O104,25.0
O105,23.0
O106,27.0
O107,25.0
O108,46.0
O109,30.0
O110,25.0
O111,29.0
O112,24.0
O113,27.0
O114,26.0
O115,36.0
O116,31.0
O117,26.0
O118,27.0
O119,30.0
O120,28.0
O121,27.0
O122,26.0
O123,30.0
O124,27.0
O125,29.0
O126,30.0
O127,29.0
O128,30.0
O129,30.0
O130,35.0
O131,33.0
O132,30.0
O133,30.0
O134,30.0
O135,30.0
O136,34.0
O137,33.0
O138,39.0
O139,33.0
O140,33.0
O141,35.0
O142,34.0
O143,35.0
O144,39.0
O145,33.0
O146,42.0
O147,34.0
O148,39.0
O149,33.0
O150,33.0
O151,36.0
O152,36.0
O153,33.0
O154,34.0
O155,33.0
O156,33.0
O157,39.0
O158,39.0
O159,45.0
O160,39.0
O161,41.0
O162,37.0
O163,38.0
O164,37.0
O165,38.0
O166,39.0
O167,31.0
O168,31.0
O169,39.0
O170,34.0
O171,30.0
O172,32.0
O173,35.0
O174,33.0
O175,39.0
O176,34.0
O177,36.0
O178,33.0
O179,33.0
O180,37.0
O181,33.0
O182,36.0
O183,33.0
O184,37.0
O185,35.0
O186,38.0
O187,45.0
O188,39.0
O189,38.0
O190,42.0
O191,39.0
O192,38.0
O193,38.0
O194,36.0
O195,42.0
O196,40.0
O197,39.0
O198,46.0
O199,41.0
O200,43.0
O201,46.0
O202,44.0
O203,46.0
O204,42.0
O205,46.0
O206,45.0
O207,45.0
O208,45.0
O209,48.0
O210,45.0
O211,47.0
O212,45.0
