order,x
O1,30.0
O2,17.0
O3,23.0
O4,18.0
O5,22.0
O6,22.0
O7,12.0
O8,28.0
O9,15.0
O10,30.0
O11,9.0
O12,9.0
O13,19.0
O14,12.0
O15,21.0
O16,20.0
O17,12.0
O18,12.0
O19,15.0
O20,19.0
O21,24.0
O22,15.0
O23,12.0
O24,12.0
O25,12.0
O26,21.0
O27,12.0
O28,6.0
O29,12.0
O30,6.0
O31,27.0
O32,9.0
O33,27.0
O34,20.0
O35,9.0
O36,24.0
O37,6.0
O38,23.0
O39,9.0
O40,15.0
O41,12.0
O42,20.0
O43,12.0
O44,12.0
O45,9.0
O46,15.0
O47,9.0
O48,29.0
O49,9.0
O50,12.0
O51,18.0
O52,23.0
O53,24.0
O54,23.0
O55,15.0
O56,12.0
O57,10.0
O58,23.0
O59,20.0
O60,9.0
O61,19.0
O62,12.0
O63,22.0
O64,12.0
O65,23.0
O66,17.0
O67,17.0
O68,12.0
O69,15.0
O70,15.0
O71,19.0
O72,15.0
O73,29.0
O74,12.0
O75,12.0
O76,17.0
O77,22.0
O78,12.0
O79,12.0
O80,24.0
O81,18.0
O82,26.0
O83,21.0
O84,20.0
O85,27.0
O86,22.0
O87,24.0
O88,27.0
O89,16.0
O90,19.0
O91,27.0
O92,18.0
O93,15.0
O94,19.0
O95,20.0
O96,22.0
O97,18.0
O98,24.0
O99,22.0
O100,18.0
O101,26.0
O102,16.0
O103,27.0
O104,20.0
O105,21.0
O106,19.0
O107,21.0
O108,21.0
O109,30.0
O110,25.0
O111,24.0
O112,19.0
O113,21.0
O114,22.0
O115,24.0
O116,23.0
O117,21.0
O118,20.0
O119,20.0
O120,23.0
O121,23.0
O122,23.0
O123,24.0
O124,26.0
O125,24.0
O126,25.0
O127,25.0
O128,29.0
O129,26.0
O130,26.0
O131,27.0
O132,27.0
O133,27.0
O134,26.0
O135,25.0
O136,28.0
O137,30.0
O138,27.0
O139,28.0
O140,33.0
O141,29.0
O142,29.0
O143,31.0
O144,33.0
O145,33.0
O146,27.0
O147,29.0
O148,29.0
O149,28.0
O150,28.0
O151,31.0
O152,28.0
O153,36.0
O154,33.0
O155,29.0
O156,30.0
O157,28.0
O158,32.0
O159,31.0
O160,36.0
O161,36.0
O162,33.0
O163,44.0
O164,32.0
O165,34.0
O166,33.0
O167,30.0
O168,33.0
O169,30.0
O170,38.0
O171,33.0
O172,31.0
O173,33.0
O174,35.0
O175,35.0
O176,33.0
O177,30.0
O178,32.0
O179,33.0
O180,32.0
O181,38.0
O182,38.0
O183,33.0
O184,36.0
O185,42.0
O186,36.0
O187,39.0
O188,35.0
O189,32.0
O190,36.0
O191,33.0
O192,33.0
O193,33.0
O194,35.0
O195,42.0
O196,33.0
O197,36.0
O198,38.0
O199,39.0
O200,33.0
O201,36.0
O202,34.0
O203,37.0
O204,37.0
O205,37.0
O206,33.0
O207,38.0
O208,36.0
O209,38.0
O210,36.0
O211,36.0
O212,36.0
O213,40.0
O214,37.0
O215,35.0
O216,38.0
O217,38.0
O218,37.0
O219,41.0
O220,38.0
O221,37.0
O222,40.0
O223,38.0
O224,42.0
O225,39.0
O226,45.0
O227,49.0
O228,45.0
O229,46.0
O230,48.0
O231,45.0
O232,48.0
O233,46.0
O234,45.0
O235,48.0
O236,45.0
O237,48.0
M1,-1.0
M2,-1.0
M3,-1.0
M4,-1.0
M5,-1.0
M6,-1.0
M7,-1.0
M8,-1.0
M9,-1.0
M10,-1.0
M11,-1.0
M12,-1.0
M13,-1.0
M14,-1.0
M15,-1.0
M16,-1.0
M17,-1.0
M18,-1.0
M19,-1.0
M20,-1.0
M21,-1.0
M22,-1.0
M23,-1.0
M24,-1.0
M25,-1.0
M26,-1.0
M27,-1.0
M28,-1.0
M29,-1.0
M30,-1.0
M31,-1.0
M32,-1.0
M33,-1.0
M34,-1.0
M35,-1.0
M36,-1.0
M37,-1.0
M38,-1.0
