order,x
O1,8.0
O2,12.0
O3,9.0
O4,12.0
O5,15.0
O6,16.0
O7,12.0
O8,12.0
O9,9.0
O10,17.0
O11,15.0
O12,9.0
O13,12.0
O14,11.0
O15,7.0
O16,36.0
O17,20.0
O18,12.0
O19,9.0
O20,22.0
O21,12.0
O22,18.0
O23,12.0
O24,12.0
O25,12.0
O26,15.0
O27,9.0
O28,21.0
O29,12.0
O30,12.0
O31,17.0
O32,21.0
O33,15.0
O34,12.0
O35,21.0
O36,12.0
O37,12.0
O38,12.0
O39,29.0
O40,19.0
O41,19.0
O42,23.0
O43,19.0
O44,12.0
O45,15.0
O46,22.0
O47,15.0
O48,16.0
O49,27.0
O50,15.0
O51,24.0
O52,16.0
O53,22.0
O54,17.0
O55,18.0
O56,18.0
O57,17.0
O58,18.0
O59,24.0
O60,18.0
O61,21.0
O62,17.0
O63,19.0
O64,25.0
O65,23.0
O66,18.0
O67,25.0
O68,23.0
O69,24.0
O70,23.0
O71,22.0
O72,25.0
O73,24.0
O74,24.0
O75,29.0
O76,24.0
O77,25.0
O78,27.0
O79,30.0
O80,33.0
O81,26.0
O82,29.0
O83,33.0
O84,29.0
O85,31.0
O86,29.0
O87,30.0
O88,28.0
O89,28.0
O90,28.0
O91,28.0
O92,28.0
O93,33.0
O94,32.0
O95,30.0
O96,30.0
O97,29.0
O98,34.0
O99,37.0
O100,33.0
O101,35.0
O102,31.0
O103,28.0
O104,33.0
O105,36.0
O106,30.0
O107,35.0
O108,34.0
O109,34.0
O110,30.0
O111,32.0
O112,34.0
O113,30.0
O114,37.0
O115,31.0
O116,34.0
O117,39.0
O118,32.0
O119,34.0
O120,37.0
O121,34.0
O122,38.0
O123,39.0
O124,40.0
O125,37.0
O126,41.0
O127,40.0
O128,40.0
O129,38.0
O130,44.0
O131,39.0
O132,37.0
O133,37.0
O134,37.0
O135,40.0
O136,39.0
O137,42.0
O138,35.0
O139,41.0
O140,38.0
O141,40.0
O142,42.0
O143,39.0
O144,40.0
O145,42.0
O146,41.0
O147,44.0
O148,42.0
O149,45.0
O150,44.0
O151,45.0
O152,44.0
O153,44.0
O154,45.0
O155,48.0
O156,47.0
O157,49.0
O158,49.0
O159,50.0
O160,50.0
O161,45.0
O162,45.0
O163,44.0
O164,49.0
O165,46.0
O166,49.0
O167,51.0
O168,50.0
O169,51.0
O170,51.0
O171,50.0
O172,51.0
O173,48.0
O174,50.0
O175,51.0
O176,50.0
O177,47.0
O178,48.0
O179,45.0
O180,45.0
O181,44.0
O182,50.0
O183,51.0
O184,53.0
O185,51.0
O186,51.0
