order,x
O1,9.0
O2,9.0
O3,32.0
O4,12.0
O5,18.0
O6,47.0
O7,27.0
O8,33.0
O9,22.0
O10,30.0
O11,9.0
O12,28.0
O13,24.0
O14,27.0
O15,18.0
O16,9.0
O17,18.0
O18,15.0
O19,15.0
O20,12.0
O21,20.0
O22,16.0
O23,12.0
O24,23.0
O25,9.0
O26,40.0
O27,21.0
O28,18.0
O29,28.0
O30,35.0
O31,15.0
O32,15.0
O33,27.0
O34,18.0
O35,18.0
O36,15.0
O37,15.0
O38,15.0
O39,12.0
O40,6.0
O41,15.0
O42,29.0
O43,15.0
O44,33.0
O45,27.0
O46,10.0
O47,42.0
O48,12.0
O49,15.0
O50,15.0
O51,24.0
O52,15.0
O53,31.0
O54,23.0
O55,18.0
O56,12.0
O57,12.0
O58,17.0
O59,30.0
O60,28.0
O61,19.0
O62,21.0
O63,21.0
O64,22.0
O65,27.0
O66,15.0
O67,17.0
O68,12.0
O69,12.0
O70,12.0
O71,15.0
O72,15.0
O73,21.0
O74,15.0
O75,19.0
O76,15.0
O77,21.0
O78,29.0
O79,28.0
O80,32.0
O81,22.0
O82,15.0
O83,22.0
O84,22.0
O85,23.0
O86,21.0
O87,20.0
O88,22.0
O89,29.0
O90,24.0
O91,28.0
O92,25.0
O93,24.0
O94,18.0
O95,19.0
O96,27.0
O97,22.0
O98,23.0
O99,23.0
O100,20.0
O101,27.0
O102,26.0
O103,27.0
O104,22.0
O105,27.0
O106,30.0
O107,24.0
O108,48.0
O109,33.0
O110,29.0
O111,34.0
O112,26.0
O113,26.0
O114,29.0
O115,32.0
O116,30.0
O117,30.0
O118,32.0
O119,33.0
O120,27.0
O121,32.0
O122,28.0
O123,33.0
O124,32.0
O125,32.0
O126,33.0
O127,33.0
O128,30.0
O129,33.0
O130,38.0
O131,40.0
O132,38.0
O133,33.0
O134,38.0
O135,34.0
O136,37.0
O137,36.0
O138,39.0
O139,38.0
O140,40.0
O141,39.0
O142,39.0
O143,40.0
O144,41.0
O145,45.0
O146,42.0
O147,40.0
O148,43.0
O149,44.0
O150,35.0
O151,42.0
O152,40.0
O153,39.0
O154,39.0
O155,46.0
O156,38.0
O157,45.0
O158,45.0
O159,51.0
O160,46.0
O161,42.0
O162,42.0
O163,43.0
O164,45.0
O165,45.0
O166,47.0
O167,35.0
O168,35.0
O169,45.0
O170,39.0
O171,37.0
O172,34.0
O173,41.0
O174,39.0
O175,35.0
O176,44.0
O177,42.0
O178,35.0
O179,45.0
O180,39.0
O181,40.0
O182,43.0
O183,40.0
O184,45.0
O185,41.0
O186,44.0
O187,46.0
O188,45.0
O189,45.0
O190,48.0
O191,45.0
O192,46.0
O193,47.0
O194,47.0
O195,46.0
O196,47.0
O197,46.0
O198,49.0
O199,47.0
O200,48.0
O201,50.0
O202,50.0
O203,51.0
O204,50.0
O205,51.0
O206,51.0
O207,52.0
O208,50.0
O209,50.0
O210,51.0
O211,50.0
O212,49.0
