order,x
O1,21.0
O2,24.0
O3,23.0
O4,25.0
O5,31.0
O6,25.0
O7,31.0
O8,12.0
O9,23.0
O10,24.0
O11,21.0
O12,22.0
O13,23.0
O14,12.0
O15,12.0
O16,19.0
O17,18.0
O18,15.0
O19,31.0
O20,24.0
O21,9.0
O22,19.0
O23,32.0
O24,30.0
O25,32.0
O26,27.0
O27,9.0
O28,7.0
O29,27.0
O30,12.0
O31,22.0
O32,12.0
O33,9.0
O34,12.0
O35,12.0
O36,27.0
O37,22.0
O38,15.0
O39,16.0
O40,23.0
O41,9.0
O42,6.0
O43,9.0
O44,11.0
O45,15.0
O46,22.0
O47,25.0
O48,12.0
O49,6.0
O50,19.0
O51,7.0
O52,29.0
O53,10.0
O54,19.0
O55,9.0
O56,17.0
O57,12.0
O58,19.0
O59,9.0
O60,11.0
O61,15.0
O62,28.0
O63,12.0
O64,17.0
O65,12.0
O66,19.0
O67,13.0
O68,15.0
O69,22.0
O70,19.0
O71,33.0
O72,15.0
O73,24.0
O74,13.0
O75,12.0
O76,17.0
O77,29.0
O78,17.0
O79,16.0
O80,17.0
O81,25.0
O82,27.0
O83,17.0
O84,18.0
O85,22.0
O86,20.0
O87,41.0
O88,25.0
O89,27.0
O90,31.0
O91,26.0
O92,26.0
O93,29.0
O94,26.0
O95,31.0
O96,28.0
O97,29.0
O98,30.0
O99,36.0
O100,29.0
O101,30.0
O102,31.0
O103,32.0
O104,28.0
O105,25.0
O106,36.0
O107,39.0
O108,37.0
O109,40.0
O110,37.0
O111,43.0
O112,40.0
O113,39.0
O114,41.0
O115,40.0
O116,39.0
O117,43.0
O118,39.0
O119,41.0
O120,44.0
O121,39.0
O122,48.0
O123,45.0
O124,48.0
O125,47.0
O126,50.0
O127,50.0
O128,51.0
O129,48.0
O130,48.0
O131,49.0
O132,50.0
O133,46.0
O134,49.0
O135,55.0
O136,51.0
O137,54.0
O138,53.0
O139,54.0
O140,36.0
O141,37.0
O142,40.0
O143,40.0
O144,42.0
O145,40.0
O146,39.0
O147,42.0
O148,41.0
O149,40.0
O150,43.0
O151,46.0
O152,40.0
O153,41.0
O154,43.0
O155,50.0
O156,44.0
O157,47.0
O158,46.0
O159,42.0
O160,53.0
O161,48.0
O162,49.0
O163,49.0
O164,55.0
O165,47.0
O166,45.0
O167,51.0
O168,55.0
O169,54.0
O170,49.0
O171,53.0
O172,54.0
O173,48.0
O174,49.0
O175,55.0
O176,53.0
O177,46.0
O178,46.0
O179,46.0
O180,47.0
O181,54.0
O182,51.0
O183,54.0
O184,55.0
O185,57.0
O186,54.0
O187,52.0
O188,54.0
