order,x
O1,43.0
O2,42.0
O3,20.0
O4,9.0
O5,10.0
O6,9.0
O7,14.0
O8,11.0
O9,11.0
O10,15.0
O11,28.0
O12,15.0
O13,15.0
O14,18.0
O15,33.0
O16,15.0
O17,30.0
O18,44.0
O19,18.0
O20,30.0
O21,33.0
O22,18.0
O23,7.0
O24,24.0
O25,25.0
O26,12.0
O27,12.0
O28,24.0
O29,15.0
O30,15.0
O31,22.0
O32,9.0
O33,24.0
O34,27.0
O35,18.0
O36,15.0
O37,15.0
O38,9.0
O39,15.0
O40,27.0
O41,9.0
O42,27.0
O43,9.0
O44,11.0
O45,12.0
O46,22.0
O47,21.0
O48,12.0
O49,6.0
O50,6.0
O51,15.0
O52,15.0
O53,6.0
O54,9.0
O55,12.0
O56,21.0
O57,25.0
O58,9.0
O59,9.0
O60,21.0
O61,22.0
O62,15.0
O63,12.0
O64,23.0
O65,22.0
O66,26.0
O67,21.0
O68,12.0
O69,28.0
O70,15.0
O71,18.0
O72,15.0
O73,24.0
O74,28.0
O75,24.0
O76,15.0
O77,15.0
O78,18.0
O79,22.0
O80,18.0
O81,21.0
O82,22.0
O83,25.0
O84,15.0
O85,30.0
O86,15.0
O87,22.0
O88,15.0
O89,21.0
O90,15.0
O91,39.0
O92,24.0
O93,18.0
O94,30.0
O95,26.0
O96,18.0
O97,34.0
O98,30.0
O99,24.0
O100,31.0
O101,23.0
O102,15.0
O103,21.0
O104,21.0
O105,21.0
O106,18.0
O107,18.0
O108,27.0
O109,18.0
O110,19.0
O111,23.0
O112,18.0
O113,30.0
O114,28.0
O115,25.0
O116,22.0
O117,24.0
O118,36.0
O119,22.0
O120,23.0
O121,21.0
O122,25.0
O123,26.0
O124,23.0
O125,23.0
O126,25.0
O127,23.0
O128,24.0
O129,26.0
O130,33.0
O131,27.0
O132,27.0
O133,30.0
O134,29.0
O135,30.0
O136,25.0
O137,27.0
O138,26.0
O139,28.0
O140,29.0
O141,28.0
O142,33.0
O143,28.0
O144,28.0
O145,29.0
O146,30.0
O147,28.0
O148,30.0
O149,28.0
O150,32.0
O151,31.0
O152,31.0
O153,27.0
O154,33.0
O155,32.0
O156,33.0
O157,36.0
O158,33.0
O159,34.0
O160,32.0
O161,37.0
O162,33.0
O163,31.0
O164,35.0
O165,33.0
O166,31.0
O167,30.0
O168,31.0
O169,32.0
O170,35.0
O171,34.0
O172,34.0
O173,35.0
O174,33.0
O175,39.0
O176,30.0
O177,34.0
O178,34.0
O179,35.0
O180,33.0
O181,34.0
O182,38.0
O183,42.0
O184,37.0
O185,42.0
O186,34.0
O187,37.0
O188,41.0
O189,42.0
O190,41.0
O191,40.0
O192,48.0
O193,44.0
O194,39.0
O195,42.0
O196,46.0
O197,42.0
O198,45.0
O199,42.0
O200,42.0
O201,42.0
O202,43.0
O203,42.0
O204,45.0
O205,45.0
O206,47.0
O207,48.0
