order,x
O1,12.0
O2,36.0
O3,24.0
O4,45.0
O5,12.0
O6,9.0
O7,12.0
O8,26.0
O9,12.0
O10,15.0
O11,18.0
O12,27.0
O13,8.0
O14,36.0
O15,34.0
O16,21.0
O17,24.0
O18,12.0
O19,9.0
O20,12.0
O21,12.0
O22,7.0
O23,24.0
O24,26.0
O25,18.0
O26,15.0
O27,7.0
O28,18.0
O29,15.0
O30,16.0
O31,17.0
O32,21.0
O33,8.0
O34,12.0
O35,11.0
O36,38.0
O37,39.0
O38,12.0
O39,31.0
O40,12.0
O41,19.0
O42,15.0
O43,12.0
O44,12.0
O45,17.0
O46,16.0
O47,16.0
O48,7.0
O49,12.0
O50,12.0
O51,16.0
O52,9.0
O53,18.0
O54,22.0
O55,12.0
O56,15.0
O57,38.0
O58,12.0
O59,12.0
O60,16.0
O61,12.0
O62,16.0
O63,33.0
O64,21.0
O65,15.0
O66,18.0
O67,12.0
O68,27.0
O69,12.0
O70,12.0
O71,17.0
O72,25.0
O73,16.0
O74,27.0
O75,27.0
O76,12.0
O77,22.0
O78,28.0
O79,21.0
O80,21.0
O81,23.0
O82,21.0
O83,24.0
O84,18.0
O85,15.0
O86,15.0
O87,18.0
O88,18.0
O89,15.0
O90,16.0
O91,23.0
O92,30.0
O93,24.0
O94,21.0
O95,22.0
O96,36.0
O97,21.0
O98,23.0
O99,34.0
O100,26.0
O101,24.0
O102,28.0
O103,25.0
O104,24.0
O105,26.0
O106,29.0
O107,24.0
O108,33.0
O109,30.0
O110,28.0
O111,27.0
O112,34.0
O113,26.0
O114,25.0
O115,31.0
O116,28.0
O117,25.0
O118,27.0
O119,27.0
O120,27.0
O121,27.0
O122,27.0
O123,29.0
O124,27.0
O125,44.0
O126,43.0
O127,44.0
O128,45.0
O129,28.0
O130,27.0
O131,43.0
O132,36.0
O133,31.0
O134,36.0
O135,31.0
O136,30.0
O137,30.0
O138,31.0
O139,39.0
O140,30.0
O141,36.0
O142,36.0
O143,30.0
O144,31.0
O145,32.0
O146,31.0
O147,31.0
O148,31.0
O149,30.0
O150,38.0
O151,32.0
O152,38.0
O153,33.0
O154,40.0
O155,33.0
O156,36.0
O157,33.0
O158,33.0
O159,33.0
O160,42.0
O161,37.0
O162,35.0
O163,42.0
O164,39.0
O165,37.0
O166,36.0
O167,37.0
O168,38.0
O169,38.0
O170,42.0
O171,41.0
O172,36.0
O173,38.0
O174,39.0
O175,39.0
O176,37.0
O177,39.0
O178,40.0
O179,40.0
O180,41.0
O181,41.0
O182,42.0
O183,40.0
O184,41.0
O185,41.0
O186,44.0
O187,42.0
O188,41.0
O189,42.0
O190,48.0
O191,44.0
O192,47.0
O193,42.0
O194,46.0
O195,46.0
O196,48.0
O197,45.0
O198,44.0
O199,48.0
O200,45.0
O201,43.0
O202,43.0
O203,44.0
O204,47.0
O205,42.0
O206,51.0
O207,46.0
O208,50.0
O209,49.0
O210,45.0
O211,46.0
O212,49.0
